sale_id,sale_date,product_id,customer_id,quantity,unit_price,revenue,payment_method
S0002850,2025-02-25,P0015,C00079,1,29.69,29.69,Digital Wallet
S0002851,2025-02-25,P0014,C00306,2,14.33,28.66,Cash
S0002852,2025-02-25,P0037,C00333,3,29.68,89.04,Digital Wallet
S0002853,2025-02-25,P0026,C00273,1,30.59,30.59,Cash
S0002854,2025-02-25,P0022,C00327,5,22.12,110.6,Cash
S0002855,2025-02-25,P0007,C00492,1,11.24,11.24,Card
S0002856,2025-02-25,P0016,C00353,2,26.95,53.9,Digital Wallet
S0002857,2025-02-25,P0023,C00222,1,17.42,17.42,Digital Wallet
S0002858,2025-02-25,P0026,C00243,4,30.59,122.36,Digital Wallet
S0002859,2025-02-25,P0008,C00488,1,25.45,25.45,Digital Wallet
S0002860,2025-02-25,P0034,C00471,2,13.32,26.64,Card
S0002861,2025-02-25,P0026,C00267,1,30.59,30.59,Card
S0002862,2025-02-25,P0030,C00273,5,3.95,19.75,Cash
S0002863,2025-02-25,P0021,C00444,3,3.5,10.5,Cash
S0002864,2025-02-25,P0037,C00322,1,29.68,29.68,Card
S0002865,2025-02-25,P0031,C00050,2,28.12,56.24,Cash
S0002866,2025-02-25,P0003,C00025,1,2.27,2.27,Card
S0002867,2025-02-25,P0017,C00121,1,10.27,10.27,Digital Wallet
S0002868,2025-02-25,P0013,C00247,3,21.26,63.78,Cash
S0002869,2025-02-25,P0003,C00372,1,2.27,2.27,Card
S0002870,2025-02-25,P0012,C00431,1,17.67,17.67,Digital Wallet
S0002871,2025-02-25,P0027,C00379,1,24.24,24.24,Digital Wallet
S0002872,2025-02-25,P0012,C00443,4,17.67,70.68,Digital Wallet
S0002873,2025-02-25,P0018,C00058,2,14.48,28.96,Card
S0002874,2025-02-25,P0039,C00414,2,8.22,16.44,Card
S0002875,2025-02-25,P0020,C00462,2,24.58,49.16,Card
S0002876,2025-02-25,P0005,C00470,1,12.52,12.52,Digital Wallet
S0002877,2025-02-25,P0002,C00076,1,23.0,23.0,Digital Wallet
S0002878,2025-02-25,P0010,C00085,4,16.69,66.76,Digital Wallet
S0002879,2025-02-25,P0039,C00055,1,8.22,8.22,Card
S0002880,2025-02-25,P0012,C00065,3,17.67,53.01,Card
S0002881,2025-02-25,P0011,C00193,5,28.23,141.15,Cash
S0002882,2025-02-25,P0007,C00444,4,11.24,44.96,Digital Wallet
S0002883,2025-02-25,P0022,C00372,2,22.12,44.24,Card
S0002884,2025-02-25,P0025,C00073,3,4.71,14.13,Cash
S0002885,2025-02-25,P0035,C00044,2,4.51,9.02,Cash
S0002886,2025-02-25,P0033,C00177,1,32.26,32.26,Digital Wallet
S0002887,2025-02-25,P0032,C00462,3,22.91,68.73,Digital Wallet
S0002888,2025-02-25,P0003,C00086,1,2.27,2.27,Card
S0002889,2025-02-25,P0040,C00084,1,4.33,4.33,Cash
S0002890,2025-02-25,P0011,C00145,2,28.23,56.46,Digital Wallet
S0002891,2025-02-25,P0036,C00476,1,13.91,13.91,Digital Wallet
S0002892,2025-02-25,P0017,C00437,4,10.27,41.08,Cash
S0002893,2025-02-25,P0025,C00431,2,4.71,9.42,Digital Wallet
S0002894,2025-02-25,P0033,C00394,2,32.26,64.52,Cash
S0002895,2025-02-25,P0019,C00217,1,6.16,6.16,Cash
S0002896,2025-02-25,P0004,C00049,1,18.23,18.23,Digital Wallet
S0002897,2025-02-25,P0003,C00307,3,2.27,6.81,Cash
S0002898,2025-02-25,P0015,C00117,5,29.69,148.45,Cash
S0002899,2025-02-25,P0007,C00002,5,11.24,56.2,Card
S0002900,2025-02-25,P0019,C00193,3,6.16,18.48,Cash
S0002901,2025-02-25,P0016,C00313,1,26.95,26.95,Digital Wallet
S0002902,2025-02-25,P0023,C00296,1,17.42,17.42,Cash
S0002903,2025-02-25,P0038,C00414,3,9.21,27.63,Cash
S0002904,2025-02-25,P0022,C00378,1,22.12,22.12,Digital Wallet
S0002905,2025-02-25,P0028,C00007,2,22.42,44.84,Cash
S0002906,2025-02-25,P0022,C00357,3,22.12,66.36,Cash
S0002907,2025-02-26,P0027,C00256,4,24.24,96.96,Cash
S0002908,2025-02-26,P0005,C00150,1,12.52,12.52,Digital Wallet
S0002909,2025-02-26,P0010,C00403,2,16.69,33.38,Card
S0002910,2025-02-26,P0006,C00242,2,9.35,18.7,Card
S0002911,2025-02-26,P0038,C00172,1,9.21,9.21,Cash
S0002912,2025-02-26,P0017,C00422,2,10.27,20.54,Digital Wallet
S0002913,2025-02-26,P0032,C00298,2,22.91,45.82,Digital Wallet
S0002914,2025-02-26,P0027,C00360,1,24.24,24.24,Digital Wallet
S0002915,2025-02-26,P0025,C00191,5,4.71,23.55,Digital Wallet
S0002916,2025-02-26,P0003,C00221,4,2.27,9.08,Card
S0002917,2025-02-26,P0005,C00192,4,12.52,50.08,Digital Wallet
S0002918,2025-02-26,P0040,C00464,4,4.33,17.32,Card
S0002919,2025-02-26,P0017,C00282,1,10.27,10.27,Cash
S0002920,2025-02-26,P0029,C00285,4,12.45,49.8,Cash
S0002921,2025-02-26,P0022,C00352,2,22.12,44.24,Digital Wallet
S0002922,2025-02-26,P0028,C00361,5,22.42,112.1,Digital Wallet
S0002923,2025-02-26,P0037,C00103,2,29.68,59.36,Card
S0002924,2025-02-26,P0024,C00418,2,16.73,33.46,Cash
S0002925,2025-02-26,P0030,C00403,4,3.95,15.8,Cash
S0002926,2025-02-26,P0033,C00435,1,32.26,32.26,Digital Wallet
S0002927,2025-02-26,P0015,C00003,1,29.69,29.69,Digital Wallet
S0002928,2025-02-26,P0003,C00157,5,2.27,11.35,Card
S0002929,2025-02-26,P0030,C00319,4,3.95,15.8,Digital Wallet
S0002930,2025-02-26,P0012,C00395,1,17.67,17.67,Card
S0002931,2025-02-26,P0033,C00115,3,32.26,96.78,Cash
S0002932,2025-02-26,P0039,C00045,3,8.22,24.66,Digital Wallet
S0002933,2025-02-26,P0038,C00319,2,9.21,18.42,Digital Wallet
S0002934,2025-02-26,P0038,C00423,5,9.21,46.05,Digital Wallet
S0002935,2025-02-26,P0030,C00483,4,3.95,15.8,Card
S0002936,2025-02-26,P0013,C00163,3,21.26,63.78,Cash
S0002937,2025-02-26,P0018,C00097,4,14.48,57.92,Cash
S0002938,2025-02-26,P0027,C00297,4,24.24,96.96,Cash
S0002939,2025-02-26,P0033,C00095,2,32.26,64.52,Digital Wallet
S0002940,2025-02-26,P0009,C00005,1,3.63,3.63,Cash
S0002941,2025-02-26,P0010,C00149,3,16.69,50.07,Cash
S0002942,2025-02-26,P0006,C00468,4,9.35,37.4,Cash
S0002943,2025-02-26,P0001,C00112,2,2.31,4.62,Digital Wallet
S0002944,2025-02-26,P0039,C00249,2,8.22,16.44,Digital Wallet
S0002945,2025-02-26,P0009,C00232,1,3.63,3.63,Card
S0002946,2025-02-26,P0003,C00114,2,2.27,4.54,Card
S0002947,2025-02-26,P0007,C00356,4,11.24,44.96,Card
S0002948,2025-02-26,P0030,C00354,5,3.95,19.75,Card
S0002949,2025-02-26,P0013,C00374,1,21.26,21.26,Cash
S0002950,2025-02-26,P0029,C00157,1,12.45,12.45,Card
S0002951,2025-02-26,P0032,C00250,3,22.91,68.73,Card
S0002952,2025-02-26,P0013,C00219,4,21.26,85.04,Card
S0002953,2025-02-26,P0003,C00018,1,2.27,2.27,Digital Wallet
S0002954,2025-02-26,P0027,C00081,2,24.24,48.48,Cash
S0002955,2025-02-26,P0019,C00321,5,6.16,30.8,Digital Wallet
S0002956,2025-02-26,P0010,C00267,3,16.69,50.07,Cash
S0002957,2025-02-26,P0033,C00338,1,32.26,32.26,Card
S0002958,2025-02-26,P0010,C00375,1,16.69,16.69,Digital Wallet
S0002959,2025-02-26,P0035,C00420,1,4.51,4.51,Cash
S0002960,2025-02-26,P0019,C00454,1,6.16,6.16,Digital Wallet
S0002961,2025-02-26,P0024,C00439,1,16.73,16.73,Digital Wallet
S0002962,2025-02-26,P0039,C00275,2,8.22,16.44,Cash
S0002963,2025-02-26,P0013,C00183,2,21.26,42.52,Cash
S0002964,2025-02-26,P0022,C00391,2,22.12,44.24,Card
S0002965,2025-02-26,P0019,C00034,1,6.16,6.16,Card
S0002966,2025-02-26,P0020,C00131,1,24.58,24.58,Card
S0002967,2025-02-26,P0013,C00313,2,21.26,42.52,Digital Wallet
S0002968,2025-02-26,P0012,C00362,1,17.67,17.67,Card
S0002969,2025-02-26,P0034,C00272,2,13.32,26.64,Cash
S0002970,2025-02-27,P0003,C00227,1,2.27,2.27,Digital Wallet
S0002971,2025-02-27,P0019,C00452,1,6.16,6.16,Cash
S0002972,2025-02-27,P0017,C00121,1,10.27,10.27,Digital Wallet
S0002973,2025-02-27,P0013,C00056,2,21.26,42.52,Cash
S0002974,2025-02-27,P0040,C00004,5,4.33,21.65,Cash
S0002975,2025-02-27,P0018,C00349,2,14.48,28.96,Card
S0002976,2025-02-27,P0038,C00007,5,9.21,46.05,Card
S0002977,2025-02-27,P0009,C00035,2,3.63,7.26,Digital Wallet
S0002978,2025-02-27,P0016,C00018,5,26.95,134.75,Card
S0002979,2025-02-27,P0038,C00303,2,9.21,18.42,Digital Wallet
S0002980,2025-02-27,P0030,C00415,1,3.95,3.95,Cash
S0002981,2025-02-27,P0033,C00451,2,32.26,64.52,Digital Wallet
S0002982,2025-02-27,P0030,C00238,4,3.95,15.8,Cash
S0002983,2025-02-27,P0026,C00087,1,30.59,30.59,Cash
S0002984,2025-02-27,P0033,C00319,5,32.26,161.3,Cash
S0002985,2025-02-27,P0014,C00309,1,14.33,14.33,Digital Wallet
S0002986,2025-02-27,P0013,C00339,1,21.26,21.26,Digital Wallet
S0002987,2025-02-27,P0018,C00044,1,14.48,14.48,Card
S0002988,2025-02-27,P0038,C00422,1,9.21,9.21,Card
S0002989,2025-02-27,P0001,C00111,1,2.31,2.31,Cash
S0002990,2025-02-27,P0012,C00479,4,17.67,70.68,Cash
S0002991,2025-02-27,P0018,C00228,2,14.48,28.96,Digital Wallet
S0002992,2025-02-27,P0037,C00474,2,29.68,59.36,Card
S0002993,2025-02-27,P0038,C00438,1,9.21,9.21,Digital Wallet
S0002994,2025-02-27,P0033,C00433,2,32.26,64.52,Digital Wallet
S0002995,2025-02-27,P0025,C00327,1,4.71,4.71,Digital Wallet
S0002996,2025-02-27,P0015,C00137,1,29.69,29.69,Cash
S0002997,2025-02-27,P0028,C00402,1,22.42,22.42,Cash
S0002998,2025-02-27,P0021,C00245,1,3.5,3.5,Card
S0002999,2025-02-27,P0003,C00086,2,2.27,4.54,Cash
S0003000,2025-02-27,P0011,C00340,3,28.23,84.69,Cash
S0003001,2025-02-27,P0006,C00251,1,9.35,9.35,Digital Wallet
S0003002,2025-02-28,P0025,C00457,5,4.71,23.55,Cash
S0003003,2025-02-28,P0008,C00368,1,25.45,25.45,Digital Wallet
S0003004,2025-02-28,P0008,C00342,2,25.45,50.9,Card
S0003005,2025-02-28,P0031,C00462,3,28.12,84.36,Cash
S0003006,2025-02-28,P0034,C00359,1,13.32,13.32,Card
S0003007,2025-02-28,P0019,C00476,1,6.16,6.16,Cash
S0003008,2025-02-28,P0010,C00236,1,16.69,16.69,Digital Wallet
S0003009,2025-02-28,P0009,C00356,5,3.63,18.15,Cash
S0003010,2025-02-28,P0035,C00107,4,4.51,18.04,Digital Wallet
S0003011,2025-02-28,P0009,C00103,4,3.63,14.52,Card
S0003012,2025-02-28,P0001,C00157,2,2.31,4.62,Digital Wallet
S0003013,2025-02-28,P0040,C00165,3,4.33,12.99,Digital Wallet
S0003014,2025-02-28,P0018,C00386,3,14.48,43.44,Card
S0003015,2025-02-28,P0017,C00187,1,10.27,10.27,Card
S0003016,2025-02-28,P0009,C00141,2,3.63,7.26,Digital Wallet
S0003017,2025-02-28,P0031,C00248,4,28.12,112.48,Cash
S0003018,2025-02-28,P0017,C00105,5,10.27,51.35,Digital Wallet
S0003019,2025-02-28,P0032,C00162,2,22.91,45.82,Digital Wallet
S0003020,2025-02-28,P0037,C00142,2,29.68,59.36,Cash
S0003021,2025-02-28,P0035,C00036,1,4.51,4.51,Digital Wallet
S0003022,2025-02-28,P0011,C00455,1,28.23,28.23,Digital Wallet
S0003023,2025-02-28,P0039,C00320,1,8.22,8.22,Card
S0003024,2025-02-28,P0037,C00033,5,29.68,148.4,Cash
S0003025,2025-02-28,P0025,C00200,1,4.71,4.71,Cash
S0003026,2025-02-28,P0026,C00208,2,30.59,61.18,Card
S0003027,2025-02-28,P0009,C00030,1,3.63,3.63,Cash
S0003028,2025-02-28,P0001,C00032,2,2.31,4.62,Cash
S0003029,2025-02-28,P0016,C00031,1,26.95,26.95,Card
S0003030,2025-02-28,P0023,C00346,1,17.42,17.42,Digital Wallet
S0003031,2025-02-28,P0014,C00097,1,14.33,14.33,Digital Wallet
S0003032,2025-02-28,P0003,C00022,5,2.27,11.35,Digital Wallet
S0003033,2025-02-28,P0023,C00315,2,17.42,34.84,Card
S0003034,2025-02-28,P0036,C00270,2,13.91,27.82,Card
S0003035,2025-02-28,P0034,C00341,3,13.32,39.96,Cash
S0003036,2025-02-28,P0007,C00330,3,11.24,33.72,Digital Wallet
S0003037,2025-02-28,P0035,C00459,1,4.51,4.51,Card
S0003038,2025-02-28,P0031,C00445,3,28.12,84.36,Card
S0003039,2025-02-28,P0004,C00388,5,18.23,91.15,Card
S0003040,2025-02-28,P0019,C00355,4,6.16,24.64,Cash
S0003041,2025-02-28,P0023,C00280,5,17.42,87.1,Card
S0003042,2025-02-28,P0022,C00156,4,22.12,88.48,Digital Wallet
S0003043,2025-02-28,P0004,C00030,1,18.23,18.23,Card
S0003044,2025-02-28,P0023,C00179,1,17.42,17.42,Card
S0003045,2025-02-28,P0018,C00456,1,14.48,14.48,Cash
S0003046,2025-02-28,P0037,C00369,1,29.68,29.68,Digital Wallet
S0003047,2025-02-28,P0005,C00494,2,12.52,25.04,Digital Wallet
S0003048,2025-02-28,P0011,C00215,1,28.23,28.23,Digital Wallet
S0003049,2025-02-28,P0032,C00217,1,22.91,22.91,Card
S0003050,2025-02-28,P0032,C00405,4,22.91,91.64,Cash
S0003051,2025-02-28,P0029,C00145,2,12.45,24.9,Digital Wallet
S0003052,2025-02-28,P0022,C00158,1,22.12,22.12,Card
S0003053,2025-02-28,P0017,C00315,1,10.27,10.27,Cash
S0003054,2025-02-28,P0039,C00364,5,8.22,41.1,Digital Wallet
S0003055,2025-02-28,P0031,C00175,2,28.12,56.24,Cash
S0003056,2025-02-28,P0022,C00189,2,22.12,44.24,Cash
S0003057,2025-02-28,P0012,C00102,3,17.67,53.01,Card
S0003058,2025-02-28,P0011,C00224,2,28.23,56.46,Cash
S0003059,2025-02-28,P0016,C00242,4,26.95,107.8,Card
S0003060,2025-02-28,P0020,C00349,4,24.58,98.32,Digital Wallet
S0003061,2025-02-28,P0038,C00432,2,9.21,18.42,Digital Wallet
S0003062,2025-02-28,P0013,C00141,1,21.26,21.26,Cash
S0003063,2025-02-28,P0009,C00274,2,3.63,7.26,Digital Wallet
S0003064,2025-02-28,P0013,C00169,3,21.26,63.78,Card
S0003065,2025-02-28,P0018,C00064,3,14.48,43.44,Card
S0003066,2025-02-28,P0026,C00183,5,30.59,152.95,Card
S0003067,2025-02-28,P0033,C00288,2,32.26,64.52,Cash
S0003068,2025-02-28,P0012,C00292,2,17.67,35.34,Cash
S0003069,2025-02-28,P0036,C00042,2,13.91,27.82,Cash
S0003070,2025-02-28,P0026,C00208,2,30.59,61.18,Card
S0003071,2025-02-28,P0036,C00270,2,13.91,27.82,Card
S0003072,2025-02-28,P0009,C00412,2,3.63,7.26,Card
S0003073,2025-02-28,P0032,C00070,4,22.91,91.64,Card
S0003074,2025-02-28,P0025,C00071,1,4.71,4.71,Cash
S0003075,2025-02-28,P0005,C00446,4,12.52,50.08,Cash
S0003076,2025-02-28,P0036,C00074,2,13.91,27.82,Cash
S0003077,2025-02-28,P0034,C00344,5,13.32,66.6,Cash
S0003078,2025-02-28,P0003,C00196,1,2.27,2.27,Card
S0003079,2025-02-28,P0033,C00036,2,32.26,64.52,Card
S0003080,2025-03-01,P0025,C00138,4,4.71,18.84,Digital Wallet
S0003081,2025-03-01,P0029,C00180,1,12.45,12.45,Digital Wallet
S0003082,2025-03-01,P0001,C00416,4,2.31,9.24,Digital Wallet
S0003083,2025-03-01,P0006,C00107,1,9.35,9.35,Card
S0003084,2025-03-01,P0006,C00250,3,9.35,28.05,Cash
S0003085,2025-03-01,P0033,C00134,2,32.26,64.52,Cash
S0003086,2025-03-01,P0019,C00060,2,6.16,12.32,Cash
S0003087,2025-03-01,P0035,C00106,4,4.51,18.04,Card
S0003088,2025-03-01,P0019,C00354,1,6.16,6.16,Digital Wallet
S0003089,2025-03-01,P0016,C00345,1,26.95,26.95,Cash
S0003090,2025-03-01,P0015,C00284,1,29.69,29.69,Digital Wallet
S0003091,2025-03-01,P0021,C00108,2,3.5,7.0,Digital Wallet
S0003092,2025-03-01,P0016,C00223,2,26.95,53.9,Card
S0003093,2025-03-01,P0040,C00091,1,4.33,4.33,Card
S0003094,2025-03-01,P0003,C00004,1,2.27,2.27,Cash
S0003095,2025-03-01,P0036,C00203,1,13.91,13.91,Card
S0003096,2025-03-01,P0022,C00152,4,22.12,88.48,Card
S0003097,2025-03-01,P0031,C00477,2,28.12,56.24,Card
S0003098,2025-03-01,P0035,C00024,2,4.51,9.02,Cash
S0003099,2025-03-01,P0036,C00159,5,13.91,69.55,Digital Wallet
S0003100,2025-03-01,P0032,C00002,4,22.91,91.64,Digital Wallet
S0003101,2025-03-01,P0010,C00020,3,16.69,50.07,Cash
S0003102,2025-03-01,P0013,C00282,1,21.26,21.26,Digital Wallet
S0003103,2025-03-01,P0037,C00030,1,29.68,29.68,Digital Wallet
S0003104,2025-03-01,P0010,C00068,4,16.69,66.76,Cash
S0003105,2025-03-01,P0020,C00142,1,24.58,24.58,Digital Wallet
S0003106,2025-03-01,P0025,C00328,4,4.71,18.84,Card
S0003107,2025-03-01,P0016,C00214,1,26.95,26.95,Cash
S0003108,2025-03-01,P0034,C00431,5,13.32,66.6,Cash
S0003109,2025-03-01,P0029,C00058,1,12.45,12.45,Card
S0003110,2025-03-01,P0038,C00075,1,9.21,9.21,Card
S0003111,2025-03-02,P0001,C00474,1,2.31,2.31,Card
S0003112,2025-03-02,P0033,C00301,2,32.26,64.52,Card
S0003113,2025-03-02,P0009,C00468,5,3.63,18.15,Cash
S0003114,2025-03-02,P0016,C00380,1,26.95,26.95,Cash
S0003115,2025-03-02,P0035,C00188,2,4.51,9.02,Cash
S0003116,2025-03-02,P0038,C00032,1,9.21,9.21,Card
S0003117,2025-03-02,P0036,C00493,3,13.91,41.73,Card
S0003118,2025-03-02,P0015,C00143,1,29.69,29.69,Card
S0003119,2025-03-02,P0037,C00402,5,29.68,148.4,Card
S0003120,2025-03-02,P0036,C00126,2,13.91,27.82,Card
S0003121,2025-03-02,P0003,C00298,1,2.27,2.27,Cash
S0003122,2025-03-02,P0024,C00107,2,16.73,33.46,Card
S0003123,2025-03-02,P0033,C00090,5,32.26,161.3,Card
S0003124,2025-03-02,P0036,C00196,2,13.91,27.82,Cash
S0003125,2025-03-02,P0030,C00122,1,3.95,3.95,Digital Wallet
S0003126,2025-03-02,P0019,C00309,4,6.16,24.64,Digital Wallet
S0003127,2025-03-02,P0015,C00408,4,29.69,118.76,Card
S0003128,2025-03-02,P0004,C00011,2,18.23,36.46,Digital Wallet
S0003129,2025-03-02,P0014,C00322,2,14.33,28.66,Digital Wallet
S0003130,2025-03-02,P0023,C00150,2,17.42,34.84,Cash
S0003131,2025-03-02,P0006,C00495,5,9.35,46.75,Card
S0003132,2025-03-02,P0015,C00248,2,29.69,59.38,Cash
S0003133,2025-03-02,P0030,C00212,1,3.95,3.95,Cash
S0003134,2025-03-02,P0011,C00144,2,28.23,56.46,Card
S0003135,2025-03-02,P0017,C00321,2,10.27,20.54,Cash
S0003136,2025-03-02,P0035,C00346,1,4.51,4.51,Card
S0003137,2025-03-02,P0040,C00040,2,4.33,8.66,Card
S0003138,2025-03-02,P0019,C00343,5,6.16,30.8,Digital Wallet
S0003139,2025-03-02,P0026,C00127,2,30.59,61.18,Card
S0003140,2025-03-02,P0016,C00184,1,26.95,26.95,Card
S0003141,2025-03-02,P0039,C00178,4,8.22,32.88,Card
S0003142,2025-03-02,P0011,C00386,2,28.23,56.46,Card
S0003143,2025-03-02,P0028,C00035,2,22.42,44.84,Card
S0003144,2025-03-02,P0039,C00049,2,8.22,16.44,Digital Wallet
S0003145,2025-03-02,P0008,C00350,1,25.45,25.45,Digital Wallet
S0003146,2025-03-02,P0018,C00160,4,14.48,57.92,Cash
S0003147,2025-03-02,P0014,C00218,3,14.33,42.99,Card
S0003148,2025-03-02,P0034,C00190,2,13.32,26.64,Card
S0003149,2025-03-02,P0028,C00269,3,22.42,67.26,Digital Wallet
S0003150,2025-03-02,P0006,C00299,2,9.35,18.7,Digital Wallet
S0003151,2025-03-02,P0015,C00020,2,29.69,59.38,Cash
S0003152,2025-03-02,P0027,C00467,2,24.24,48.48,Card
S0003153,2025-03-02,P0014,C00223,2,14.33,28.66,Card
S0003154,2025-03-02,P0019,C00093,4,6.16,24.64,Cash
S0003155,2025-03-02,P0008,C00205,1,25.45,25.45,Card
S0003156,2025-03-02,P0011,C00089,4,28.23,112.92,Card
S0003157,2025-03-02,P0023,C00107,2,17.42,34.84,Card
S0003158,2025-03-02,P0002,C00124,4,23.0,92.0,Digital Wallet
S0003159,2025-03-02,P0013,C00417,2,21.26,42.52,Digital Wallet
S0003160,2025-03-02,P0039,C00091,1,8.22,8.22,Digital Wallet
S0003161,2025-03-02,P0024,C00493,1,16.73,16.73,Card
S0003162,2025-03-02,P0038,C00195,4,9.21,36.84,Digital Wallet
S0003163,2025-03-02,P0039,C00016,2,8.22,16.44,Cash
S0003164,2025-03-02,P0026,C00430,2,30.59,61.18,Card
S0003165,2025-03-02,P0009,C00227,2,3.63,7.26,Card
S0003166,2025-03-02,P0003,C00071,2,2.27,4.54,Card
S0003167,2025-03-02,P0018,C00150,1,14.48,14.48,Card
S0003168,2025-03-02,P0019,C00038,2,6.16,12.32,Card
S0003169,2025-03-02,P0012,C00485,1,17.67,17.67,Cash
S0003170,2025-03-02,P0017,C00105,3,10.27,30.81,Digital Wallet
S0003171,2025-03-02,P0013,C00384,5,21.26,106.3,Cash
S0003172,2025-03-02,P0007,C00352,2,11.24,22.48,Digital Wallet
S0003173,2025-03-02,P0019,C00046,2,6.16,12.32,Digital Wallet
S0003174,2025-03-02,P0025,C00357,4,4.71,18.84,Cash
S0003175,2025-03-02,P0034,C00136,1,13.32,13.32,Digital Wallet
S0003176,2025-03-02,P0010,C00316,1,16.69,16.69,Digital Wallet
S0003177,2025-03-02,P0005,C00103,2,12.52,25.04,Cash
S0003178,2025-03-02,P0032,C00049,3,22.91,68.73,Digital Wallet
S0003179,2025-03-02,P0038,C00338,2,9.21,18.42,Card
S0003180,2025-03-02,P0028,C00011,3,22.42,67.26,Digital Wallet
S0003181,2025-03-02,P0005,C00372,4,12.52,50.08,Cash
S0003182,2025-03-02,P0023,C00459,1,17.42,17.42,Card
S0003183,2025-03-02,P0038,C00084,1,9.21,9.21,Card
S0003184,2025-03-02,P0010,C00145,5,16.69,83.45,Digital Wallet
S0003185,2025-03-02,P0038,C00203,5,9.21,46.05,Cash
S0003186,2025-03-02,P0009,C00394,2,3.63,7.26,Card
S0003187,2025-03-02,P0034,C00492,1,13.32,13.32,Digital Wallet
S0003188,2025-03-02,P0034,C00162,5,13.32,66.6,Card
S0003189,2025-03-02,P0025,C00046,4,4.71,18.84,Cash
S0003190,2025-03-03,P0028,C00253,3,22.42,67.26,Digital Wallet
S0003191,2025-03-03,P0003,C00278,3,2.27,6.81,Card
S0003192,2025-03-03,P0002,C00495,1,23.0,23.0,Cash
S0003193,2025-03-03,P0001,C00152,2,2.31,4.62,Card
S0003194,2025-03-03,P0037,C00140,3,29.68,89.04,Digital Wallet
S0003195,2025-03-03,P0011,C00251,2,28.23,56.46,Cash
S0003196,2025-03-03,P0035,C00154,1,4.51,4.51,Digital Wallet
S0003197,2025-03-03,P0011,C00276,2,28.23,56.46,Card
S0003198,2025-03-03,P0001,C00252,1,2.31,2.31,Card
S0003199,2025-03-03,P0018,C00063,1,14.48,14.48,Cash
S0003200,2025-03-03,P0009,C00392,1,3.63,3.63,Card
S0003201,2025-03-03,P0039,C00147,1,8.22,8.22,Digital Wallet
S0003202,2025-03-03,P0038,C00262,1,9.21,9.21,Card
S0003203,2025-03-03,P0002,C00099,1,23.0,23.0,Digital Wallet
S0003204,2025-03-03,P0030,C00032,2,3.95,7.9,Card
S0003205,2025-03-03,P0032,C00108,1,22.91,22.91,Digital Wallet
S0003206,2025-03-03,P0033,C00219,1,32.26,32.26,Digital Wallet
S0003207,2025-03-03,P0004,C00243,1,18.23,18.23,Digital Wallet
S0003208,2025-03-03,P0024,C00105,3,16.73,50.19,Card
S0003209,2025-03-03,P0009,C00188,3,3.63,10.89,Digital Wallet
S0003210,2025-03-03,P0032,C00101,3,22.91,68.73,Cash
S0003211,2025-03-03,P0003,C00184,2,2.27,4.54,Card
S0003212,2025-03-03,P0039,C00178,2,8.22,16.44,Digital Wallet
S0003213,2025-03-03,P0029,C00039,3,12.45,37.35,Digital Wallet
S0003214,2025-03-03,P0040,C00174,2,4.33,8.66,Digital Wallet
S0003215,2025-03-03,P0016,C00281,4,26.95,107.8,Digital Wallet
S0003216,2025-03-03,P0039,C00163,1,8.22,8.22,Cash
S0003217,2025-03-03,P0039,C00258,3,8.22,24.66,Cash
S0003218,2025-03-03,P0013,C00399,3,21.26,63.78,Cash
S0003219,2025-03-03,P0040,C00453,2,4.33,8.66,Digital Wallet
S0003220,2025-03-03,P0021,C00400,5,3.5,17.5,Digital Wallet
S0003221,2025-03-03,P0024,C00237,4,16.73,66.92,Card
S0003222,2025-03-03,P0002,C00012,3,23.0,69.0,Cash
S0003223,2025-03-03,P0022,C00338,3,22.12,66.36,Digital Wallet
S0003224,2025-03-03,P0039,C00075,1,8.22,8.22,Digital Wallet
S0003225,2025-03-03,P0030,C00270,2,3.95,7.9,Cash
S0003226,2025-03-03,P0001,C00433,5,2.31,11.55,Digital Wallet
S0003227,2025-03-03,P0035,C00383,1,4.51,4.51,Digital Wallet
S0003228,2025-03-03,P0040,C00250,4,4.33,17.32,Digital Wallet
S0003229,2025-03-03,P0008,C00476,3,25.45,76.35,Digital Wallet
S0003230,2025-03-03,P0010,C00333,3,16.69,50.07,Card
S0003231,2025-03-03,P0020,C00244,2,24.58,49.16,Card
S0003232,2025-03-03,P0040,C00399,3,4.33,12.99,Card
S0003233,2025-03-03,P0021,C00333,1,3.5,3.5,Cash
S0003234,2025-03-03,P0013,C00177,1,21.26,21.26,Cash
S0003235,2025-03-03,P0011,C00101,1,28.23,28.23,Cash
S0003236,2025-03-03,P0021,C00485,1,3.5,3.5,Card
S0003237,2025-03-04,P0032,C00344,4,22.91,91.64,Cash
S0003238,2025-03-04,P0020,C00483,2,24.58,49.16,Digital Wallet
S0003239,2025-03-04,P0005,C00086,5,12.52,62.6,Digital Wallet
S0003240,2025-03-04,P0013,C00134,4,21.26,85.04,Digital Wallet
S0003241,2025-03-04,P0003,C00030,2,2.27,4.54,Digital Wallet
S0003242,2025-03-04,P0017,C00277,3,10.27,30.81,Digital Wallet
S0003243,2025-03-04,P0013,C00228,1,21.26,21.26,Digital Wallet
S0003244,2025-03-04,P0010,C00381,5,16.69,83.45,Digital Wallet
S0003245,2025-03-04,P0037,C00374,3,29.68,89.04,Cash
S0003246,2025-03-04,P0004,C00162,2,18.23,36.46,Card
S0003247,2025-03-04,P0038,C00225,2,9.21,18.42,Card
