sale_id,sale_date,product_id,customer_id,supplier_id,quantity,revenue,gross_profit,payment_method
S0001871,2025-02-07,P0023,C00465,SUP007,1,17.42,6.210000000000001,Cash
S0001872,2025-02-07,P0035,C00239,SUP008,4,18.04,5.119999999999999,Digital Wallet
S0001873,2025-02-07,P0039,C00063,SUP008,4,32.88,11.760000000000002,Card
S0001874,2025-02-07,P0039,C00456,SUP008,1,8.22,2.9400000000000004,Card
S0001875,2025-02-07,P0004,C00210,SUP001,2,36.46,15.2,Card
S0001876,2025-02-07,P0023,C00283,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0001877,2025-02-07,P0023,C00373,SUP007,1,17.42,6.210000000000001,Cash
S0001878,2025-02-07,P0037,C00279,SUP002,2,59.36,26.54,Card
S0001879,2025-02-07,P0022,C00340,SUP003,5,110.6,38.05,Cash
S0001880,2025-02-07,P0005,C00026,SUP004,3,37.56,11.310000000000002,Card
S0001881,2025-02-07,P0022,C00462,SUP003,3,66.36,22.83,Cash
S0001882,2025-02-07,P0040,C00153,SUP002,4,17.32,6.0,Digital Wallet
S0001883,2025-02-07,P0034,C00329,SUP005,5,66.6,27.099999999999994,Digital Wallet
S0001884,2025-02-07,P0011,C00288,SUP002,2,56.46,25.32,Digital Wallet
S0001885,2025-02-07,P0011,C00071,SUP002,2,56.46,25.32,Cash
S0001886,2025-02-07,P0037,C00280,SUP002,2,59.36,26.54,Digital Wallet
S0001887,2025-02-07,P0020,C00044,SUP007,5,122.9,41.5,Digital Wallet
S0001888,2025-02-07,P0011,C00361,SUP002,4,112.92,50.64,Card
S0001889,2025-02-07,P0021,C00107,SUP008,2,7.0,1.54,Cash
S0001890,2025-02-07,P0026,C00365,SUP005,4,122.36,52.239999999999995,Cash
S0001891,2025-02-07,P0030,C00444,SUP004,2,7.9,3.5600000000000005,Card
S0001892,2025-02-07,P0023,C00367,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0001893,2025-02-07,P0004,C00478,SUP001,1,18.23,7.6,Card
S0001894,2025-02-07,P0021,C00244,SUP008,2,7.0,1.54,Digital Wallet
S0001895,2025-02-07,P0020,C00283,SUP007,2,49.16,16.599999999999994,Cash
S0001896,2025-02-07,P0006,C00354,SUP007,1,9.35,2.4299999999999997,Digital Wallet
S0001897,2025-02-07,P0001,C00432,SUP002,4,9.24,2.76,Card
S0001898,2025-02-07,P0040,C00431,SUP002,1,4.33,1.5,Digital Wallet
S0001899,2025-02-07,P0006,C00494,SUP007,1,9.35,2.4299999999999997,Card
S0001900,2025-02-07,P0035,C00426,SUP008,2,9.02,2.5599999999999996,Digital Wallet
S0001901,2025-02-07,P0035,C00186,SUP008,3,13.53,3.84,Cash
S0001902,2025-02-07,P0035,C00023,SUP008,1,4.51,1.2799999999999998,Cash
S0001903,2025-02-07,P0017,C00452,SUP006,5,51.35,11.649999999999999,Cash
S0001904,2025-02-07,P0014,C00079,SUP003,2,28.66,8.32,Digital Wallet
S0001905,2025-02-07,P0001,C00268,SUP002,3,6.93,2.0699999999999994,Card
S0001906,2025-02-07,P0019,C00411,SUP005,3,18.48,7.830000000000002,Cash
S0001907,2025-02-07,P0040,C00412,SUP002,2,8.66,3.0,Card
S0001908,2025-02-07,P0026,C00379,SUP005,1,30.59,13.059999999999999,Cash
S0001909,2025-02-07,P0028,C00430,SUP006,1,22.42,8.410000000000002,Cash
S0001910,2025-02-07,P0039,C00206,SUP008,1,8.22,2.9400000000000004,Cash
S0001911,2025-02-07,P0028,C00410,SUP006,1,22.42,8.410000000000002,Cash
S0001912,2025-02-07,P0017,C00020,SUP006,1,10.27,2.329999999999999,Card
S0001913,2025-02-07,P0004,C00272,SUP001,1,18.23,7.6,Card
S0001914,2025-02-07,P0011,C00492,SUP002,2,56.46,25.32,Digital Wallet
S0001915,2025-02-07,P0032,C00310,SUP003,5,114.55,53.15,Card
S0001916,2025-02-07,P0031,C00151,SUP008,1,28.12,13.21,Digital Wallet
S0001917,2025-02-07,P0023,C00469,SUP007,1,17.42,6.210000000000001,Card
S0001918,2025-02-07,P0037,C00146,SUP002,4,118.72,53.08,Card
S0001919,2025-02-07,P0020,C00230,SUP007,2,49.16,16.599999999999994,Cash
S0001920,2025-02-07,P0028,C00420,SUP006,1,22.42,8.410000000000002,Digital Wallet
S0001921,2025-02-08,P0013,C00042,SUP004,4,85.04,35.2,Cash
S0001922,2025-02-08,P0029,C00158,SUP006,2,24.9,6.079999999999998,Card
S0001923,2025-02-08,P0008,C00498,SUP005,1,25.45,10.69,Card
S0001924,2025-02-08,P0027,C00084,SUP005,4,96.96,35.599999999999994,Cash
S0001925,2025-02-08,P0004,C00202,SUP001,5,91.15,38.0,Digital Wallet
S0001926,2025-02-08,P0040,C00482,SUP002,2,8.66,3.0,Card
S0001927,2025-02-08,P0013,C00372,SUP004,2,42.52,17.6,Card
S0001928,2025-02-08,P0034,C00025,SUP005,1,13.32,5.42,Cash
S0001929,2025-02-08,P0005,C00228,SUP004,3,37.56,11.310000000000002,Card
S0001930,2025-02-08,P0034,C00488,SUP005,2,26.64,10.84,Card
S0001931,2025-02-08,P0016,C00162,SUP006,2,53.9,23.18,Card
S0001932,2025-02-08,P0013,C00229,SUP004,1,21.26,8.8,Digital Wallet
S0001933,2025-02-08,P0029,C00036,SUP006,1,12.45,3.039999999999999,Card
S0001934,2025-02-08,P0025,C00217,SUP006,2,9.42,3.2800000000000002,Card
S0001935,2025-02-08,P0031,C00108,SUP008,4,112.48,52.84,Card
S0001936,2025-02-08,P0003,C00132,SUP007,5,11.35,2.6999999999999993,Cash
S0001937,2025-02-08,P0031,C00456,SUP008,1,28.12,13.21,Card
S0001938,2025-02-08,P0024,C00239,SUP001,4,66.92,16.4,Digital Wallet
S0001939,2025-02-08,P0004,C00311,SUP001,1,18.23,7.6,Card
S0001940,2025-02-08,P0028,C00098,SUP006,2,44.84,16.820000000000004,Card
S0001941,2025-02-08,P0012,C00144,SUP008,2,35.34,11.580000000000002,Digital Wallet
S0001942,2025-02-08,P0008,C00235,SUP005,3,76.35,32.06999999999999,Card
S0001943,2025-02-08,P0023,C00489,SUP007,3,52.26,18.629999999999995,Cash
S0001944,2025-02-08,P0016,C00494,SUP006,3,80.85,34.769999999999996,Digital Wallet
S0001945,2025-02-08,P0002,C00205,SUP002,5,115.0,52.15,Card
S0001946,2025-02-08,P0040,C00158,SUP002,1,4.33,1.5,Cash
S0001947,2025-02-08,P0017,C00337,SUP006,1,10.27,2.329999999999999,Card
S0001948,2025-02-08,P0011,C00274,SUP002,2,56.46,25.32,Digital Wallet
S0001949,2025-02-08,P0014,C00363,SUP003,2,28.66,8.32,Cash
S0001950,2025-02-08,P0012,C00216,SUP008,1,17.67,5.790000000000001,Digital Wallet
S0001951,2025-02-09,P0039,C00020,SUP008,3,24.66,8.82,Card
S0001952,2025-02-09,P0015,C00368,SUP005,1,29.69,11.870000000000001,Card
S0001953,2025-02-09,P0035,C00350,SUP008,1,4.51,1.2799999999999998,Cash
S0001954,2025-02-09,P0003,C00401,SUP007,2,4.54,1.08,Cash
S0001955,2025-02-09,P0021,C00140,SUP008,4,14.0,3.08,Card
S0001956,2025-02-09,P0013,C00417,SUP004,4,85.04,35.2,Digital Wallet
S0001957,2025-02-09,P0016,C00092,SUP006,1,26.95,11.59,Card
S0001958,2025-02-09,P0004,C00106,SUP001,1,18.23,7.6,Card
S0001959,2025-02-09,P0040,C00087,SUP002,1,4.33,1.5,Card
S0001960,2025-02-09,P0010,C00008,SUP004,1,16.69,3.650000000000002,Digital Wallet
S0001961,2025-02-09,P0038,C00186,SUP004,1,9.21,3.330000000000001,Digital Wallet
S0001962,2025-02-09,P0001,C00484,SUP002,3,6.93,2.0699999999999994,Card
S0001963,2025-02-09,P0004,C00163,SUP001,1,18.23,7.6,Cash
S0001964,2025-02-09,P0024,C00359,SUP001,1,16.73,4.1,Digital Wallet
S0001965,2025-02-09,P0011,C00323,SUP002,1,28.23,12.66,Card
S0001966,2025-02-09,P0034,C00320,SUP005,3,39.96,16.259999999999998,Card
S0001967,2025-02-09,P0032,C00466,SUP003,1,22.91,10.63,Card
S0001968,2025-02-09,P0002,C00484,SUP002,3,69.0,31.29,Cash
S0001969,2025-02-09,P0016,C00029,SUP006,1,26.95,11.59,Digital Wallet
S0001970,2025-02-09,P0019,C00499,SUP005,1,6.16,2.6100000000000003,Card
S0001971,2025-02-09,P0036,C00446,SUP004,2,27.82,5.640000000000001,Digital Wallet
S0001972,2025-02-09,P0025,C00374,SUP006,3,14.13,4.920000000000002,Card
S0001973,2025-02-09,P0006,C00041,SUP007,2,18.7,4.859999999999999,Card
S0001974,2025-02-09,P0028,C00397,SUP006,5,112.1,42.05,Digital Wallet
S0001975,2025-02-09,P0011,C00184,SUP002,2,56.46,25.32,Cash
S0001976,2025-02-09,P0016,C00029,SUP006,1,26.95,11.59,Cash
S0001977,2025-02-09,P0018,C00010,SUP008,4,57.92,26.520000000000003,Digital Wallet
S0001978,2025-02-09,P0010,C00245,SUP004,5,83.45,18.250000000000014,Digital Wallet
S0001979,2025-02-09,P0037,C00461,SUP002,1,29.68,13.27,Card
S0001980,2025-02-09,P0003,C00301,SUP007,2,4.54,1.08,Card
S0001981,2025-02-09,P0028,C00017,SUP006,1,22.42,8.410000000000002,Digital Wallet
S0001982,2025-02-09,P0025,C00389,SUP006,3,14.13,4.920000000000002,Digital Wallet
S0001983,2025-02-09,P0030,C00212,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0001984,2025-02-09,P0021,C00214,SUP008,3,10.5,2.3100000000000005,Cash
S0001985,2025-02-09,P0017,C00309,SUP006,3,30.81,6.989999999999998,Cash
S0001986,2025-02-09,P0013,C00445,SUP004,1,21.26,8.8,Cash
S0001987,2025-02-09,P0007,C00300,SUP002,4,44.96,14.64,Digital Wallet
S0001988,2025-02-09,P0014,C00376,SUP003,1,14.33,4.16,Digital Wallet
S0001989,2025-02-09,P0037,C00016,SUP002,1,29.68,13.27,Card
S0001990,2025-02-09,P0019,C00175,SUP005,1,6.16,2.6100000000000003,Cash
S0001991,2025-02-09,P0010,C00361,SUP004,3,50.07,10.950000000000003,Cash
S0001992,2025-02-09,P0016,C00252,SUP006,2,53.9,23.18,Cash
S0001993,2025-02-09,P0021,C00376,SUP008,2,7.0,1.54,Cash
S0001994,2025-02-09,P0024,C00418,SUP001,4,66.92,16.4,Digital Wallet
S0001995,2025-02-09,P0034,C00445,SUP005,1,13.32,5.42,Card
S0001996,2025-02-09,P0029,C00078,SUP006,1,12.45,3.039999999999999,Card
S0001997,2025-02-09,P0020,C00054,SUP007,1,24.58,8.299999999999997,Card
S0001998,2025-02-09,P0028,C00411,SUP006,1,22.42,8.410000000000002,Digital Wallet
S0001999,2025-02-09,P0002,C00235,SUP002,4,92.0,41.72,Cash
S0002000,2025-02-09,P0016,C00214,SUP006,5,134.75,57.95,Digital Wallet
S0002001,2025-02-09,P0033,C00141,SUP007,5,161.3,74.30000000000001,Cash
S0002002,2025-02-09,P0012,C00435,SUP008,1,17.67,5.790000000000001,Digital Wallet
S0002003,2025-02-09,P0019,C00155,SUP005,1,6.16,2.6100000000000003,Card
S0002004,2025-02-09,P0002,C00267,SUP002,1,23.0,10.43,Card
S0002005,2025-02-09,P0026,C00061,SUP005,3,91.77,39.17999999999999,Card
S0002006,2025-02-09,P0001,C00470,SUP002,4,9.24,2.76,Card
S0002007,2025-02-09,P0030,C00259,SUP004,1,3.95,1.7800000000000002,Cash
S0002008,2025-02-09,P0027,C00072,SUP005,3,72.72,26.700000000000003,Digital Wallet
S0002009,2025-02-09,P0009,C00404,SUP007,4,14.52,4.4399999999999995,Cash
S0002010,2025-02-09,P0030,C00085,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0002011,2025-02-09,P0016,C00436,SUP006,1,26.95,11.59,Card
S0002012,2025-02-09,P0031,C00097,SUP008,5,140.6,66.05,Card
S0002013,2025-02-09,P0004,C00127,SUP001,1,18.23,7.6,Card
S0002014,2025-02-09,P0032,C00223,SUP003,4,91.64,42.52,Digital Wallet
S0002015,2025-02-09,P0035,C00426,SUP008,2,9.02,2.5599999999999996,Card
S0002016,2025-02-09,P0033,C00441,SUP007,2,64.52,29.72,Cash
S0002017,2025-02-09,P0039,C00024,SUP008,1,8.22,2.9400000000000004,Cash
S0002018,2025-02-09,P0030,C00491,SUP004,4,15.8,7.120000000000001,Cash
S0002019,2025-02-09,P0019,C00038,SUP005,3,18.48,7.830000000000002,Digital Wallet
S0002020,2025-02-10,P0024,C00422,SUP001,1,16.73,4.1,Cash
S0002021,2025-02-10,P0029,C00275,SUP006,1,12.45,3.039999999999999,Card
S0002022,2025-02-10,P0023,C00383,SUP007,3,52.26,18.629999999999995,Digital Wallet
S0002023,2025-02-10,P0008,C00314,SUP005,1,25.45,10.69,Card
S0002024,2025-02-10,P0033,C00208,SUP007,5,161.3,74.30000000000001,Digital Wallet
S0002025,2025-02-10,P0018,C00278,SUP008,4,57.92,26.520000000000003,Cash
S0002026,2025-02-10,P0027,C00123,SUP005,1,24.24,8.899999999999999,Card
S0002027,2025-02-10,P0007,C00054,SUP002,3,33.72,10.979999999999997,Card
S0002028,2025-02-10,P0026,C00077,SUP005,1,30.59,13.059999999999999,Digital Wallet
S0002029,2025-02-10,P0007,C00032,SUP002,3,33.72,10.979999999999997,Card
S0002030,2025-02-10,P0019,C00150,SUP005,5,30.8,13.05,Cash
S0002031,2025-02-10,P0007,C00364,SUP002,2,22.48,7.32,Digital Wallet
S0002032,2025-02-10,P0033,C00443,SUP007,4,129.04,59.44,Card
S0002033,2025-02-10,P0001,C00006,SUP002,1,2.31,0.69,Digital Wallet
S0002034,2025-02-10,P0008,C00033,SUP005,3,76.35,32.06999999999999,Card
S0002035,2025-02-10,P0009,C00392,SUP007,2,7.26,2.2199999999999998,Cash
S0002036,2025-02-10,P0031,C00093,SUP008,5,140.6,66.05,Cash
S0002037,2025-02-10,P0026,C00479,SUP005,1,30.59,13.059999999999999,Cash
S0002038,2025-02-10,P0030,C00052,SUP004,4,15.8,7.120000000000001,Cash
S0002039,2025-02-10,P0016,C00320,SUP006,2,53.9,23.18,Card
S0002040,2025-02-10,P0033,C00300,SUP007,2,64.52,29.72,Cash
S0002041,2025-02-10,P0027,C00434,SUP005,2,48.48,17.799999999999997,Digital Wallet
S0002042,2025-02-10,P0035,C00371,SUP008,2,9.02,2.5599999999999996,Card
S0002043,2025-02-10,P0037,C00003,SUP002,1,29.68,13.27,Cash
S0002044,2025-02-10,P0003,C00191,SUP007,2,4.54,1.08,Digital Wallet
S0002045,2025-02-10,P0018,C00178,SUP008,4,57.92,26.520000000000003,Card
S0002046,2025-02-10,P0004,C00275,SUP001,1,18.23,7.6,Digital Wallet
S0002047,2025-02-10,P0019,C00117,SUP005,1,6.16,2.6100000000000003,Card
S0002048,2025-02-10,P0018,C00355,SUP008,4,57.92,26.520000000000003,Digital Wallet
S0002049,2025-02-10,P0024,C00144,SUP001,2,33.46,8.2,Cash
S0002050,2025-02-10,P0003,C00138,SUP007,5,11.35,2.6999999999999993,Digital Wallet
S0002051,2025-02-10,P0023,C00294,SUP007,4,69.68,24.840000000000003,Digital Wallet
S0002052,2025-02-10,P0014,C00116,SUP003,4,57.32,16.64,Card
S0002053,2025-02-10,P0020,C00218,SUP007,4,98.32,33.19999999999999,Card
S0002054,2025-02-10,P0022,C00301,SUP003,1,22.12,7.610000000000001,Cash
S0002055,2025-02-10,P0038,C00285,SUP004,4,36.84,13.320000000000004,Digital Wallet
S0002056,2025-02-10,P0021,C00252,SUP008,5,17.5,3.8499999999999996,Digital Wallet
S0002057,2025-02-10,P0015,C00140,SUP005,4,118.76,47.480000000000004,Digital Wallet
S0002058,2025-02-10,P0036,C00371,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0002059,2025-02-10,P0011,C00370,SUP002,1,28.23,12.66,Cash
S0002060,2025-02-10,P0004,C00143,SUP001,4,72.92,30.4,Card
S0002061,2025-02-11,P0025,C00477,SUP006,1,4.71,1.6400000000000001,Digital Wallet
S0002062,2025-02-11,P0010,C00149,SUP004,3,50.07,10.950000000000003,Cash
S0002063,2025-02-11,P0017,C00208,SUP006,5,51.35,11.649999999999999,Cash
S0002064,2025-02-11,P0038,C00252,SUP004,2,18.42,6.660000000000002,Cash
S0002065,2025-02-11,P0030,C00292,SUP004,4,15.8,7.120000000000001,Cash
S0002066,2025-02-11,P0020,C00436,SUP007,2,49.16,16.599999999999994,Cash
S0002067,2025-02-11,P0015,C00427,SUP005,1,29.69,11.870000000000001,Card
S0002068,2025-02-11,P0039,C00356,SUP008,1,8.22,2.9400000000000004,Cash
S0002069,2025-02-11,P0035,C00048,SUP008,3,13.53,3.84,Card
S0002070,2025-02-11,P0034,C00149,SUP005,2,26.64,10.84,Digital Wallet
S0002071,2025-02-11,P0009,C00234,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0002072,2025-02-11,P0023,C00327,SUP007,2,34.84,12.420000000000002,Card
S0002073,2025-02-11,P0034,C00186,SUP005,1,13.32,5.42,Card
S0002074,2025-02-11,P0029,C00002,SUP006,2,24.9,6.079999999999998,Digital Wallet
S0002075,2025-02-11,P0019,C00480,SUP005,3,18.48,7.830000000000002,Cash
S0002076,2025-02-11,P0005,C00025,SUP004,1,12.52,3.7699999999999996,Digital Wallet
S0002077,2025-02-11,P0005,C00073,SUP004,3,37.56,11.310000000000002,Cash
S0002078,2025-02-11,P0008,C00119,SUP005,3,76.35,32.06999999999999,Cash
S0002079,2025-02-11,P0031,C00362,SUP008,4,112.48,52.84,Card
S0002080,2025-02-11,P0028,C00402,SUP006,2,44.84,16.820000000000004,Card
S0002081,2025-02-11,P0008,C00005,SUP005,5,127.25,53.45,Digital Wallet
S0002082,2025-02-11,P0009,C00073,SUP007,1,3.63,1.1099999999999999,Digital Wallet
S0002083,2025-02-11,P0012,C00442,SUP008,1,17.67,5.790000000000001,Card
S0002084,2025-02-11,P0020,C00191,SUP007,1,24.58,8.299999999999997,Digital Wallet
S0002085,2025-02-11,P0019,C00005,SUP005,1,6.16,2.6100000000000003,Card
S0002086,2025-02-11,P0018,C00411,SUP008,1,14.48,6.630000000000001,Card
S0002087,2025-02-11,P0018,C00166,SUP008,5,72.4,33.150000000000006,Digital Wallet
S0002088,2025-02-11,P0024,C00301,SUP001,1,16.73,4.1,Cash
S0002089,2025-02-11,P0006,C00261,SUP007,5,46.75,12.149999999999999,Cash
S0002090,2025-02-11,P0035,C00388,SUP008,4,18.04,5.119999999999999,Card
S0002091,2025-02-11,P0015,C00142,SUP005,3,89.07,35.60999999999999,Digital Wallet
S0002092,2025-02-11,P0032,C00258,SUP003,1,22.91,10.63,Cash
S0002093,2025-02-11,P0029,C00389,SUP006,3,37.35,9.120000000000001,Card
S0002094,2025-02-11,P0012,C00332,SUP008,1,17.67,5.790000000000001,Card
S0002095,2025-02-11,P0034,C00152,SUP005,2,26.64,10.84,Digital Wallet
S0002096,2025-02-11,P0031,C00378,SUP008,2,56.24,26.42,Digital Wallet
S0002097,2025-02-11,P0009,C00051,SUP007,2,7.26,2.2199999999999998,Card
S0002098,2025-02-11,P0018,C00223,SUP008,2,28.96,13.260000000000002,Cash
S0002099,2025-02-11,P0035,C00106,SUP008,5,22.55,6.400000000000002,Digital Wallet
S0002100,2025-02-11,P0036,C00065,SUP004,4,55.64,11.280000000000001,Digital Wallet
S0002101,2025-02-11,P0032,C00360,SUP003,1,22.91,10.63,Digital Wallet
S0002102,2025-02-11,P0032,C00449,SUP003,1,22.91,10.63,Cash
S0002103,2025-02-11,P0026,C00462,SUP005,2,61.18,26.119999999999997,Cash
S0002104,2025-02-11,P0038,C00022,SUP004,2,18.42,6.660000000000002,Card
S0002105,2025-02-11,P0036,C00086,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0002106,2025-02-11,P0032,C00118,SUP003,1,22.91,10.63,Cash
S0002107,2025-02-11,P0029,C00430,SUP006,5,62.25,15.200000000000003,Cash
S0002108,2025-02-11,P0012,C00012,SUP008,3,53.01,17.369999999999997,Digital Wallet
S0002109,2025-02-11,P0033,C00284,SUP007,2,64.52,29.72,Cash
S0002110,2025-02-11,P0029,C00458,SUP006,2,24.9,6.079999999999998,Card
S0002111,2025-02-11,P0028,C00483,SUP006,1,22.42,8.410000000000002,Cash
S0002112,2025-02-11,P0015,C00334,SUP005,1,29.69,11.870000000000001,Cash
S0002113,2025-02-11,P0008,C00367,SUP005,1,25.45,10.69,Card
S0002114,2025-02-11,P0003,C00320,SUP007,1,2.27,0.54,Digital Wallet
S0002115,2025-02-11,P0007,C00453,SUP002,2,22.48,7.32,Cash
S0002116,2025-02-11,P0006,C00048,SUP007,3,28.05,7.290000000000003,Card
S0002117,2025-02-11,P0027,C00385,SUP005,1,24.24,8.899999999999999,Digital Wallet
S0002118,2025-02-11,P0005,C00473,SUP004,4,50.08,15.079999999999998,Card
S0002119,2025-02-11,P0016,C00485,SUP006,2,53.9,23.18,Cash
S0002120,2025-02-11,P0005,C00165,SUP004,1,12.52,3.7699999999999996,Card
S0002121,2025-02-11,P0010,C00457,SUP004,1,16.69,3.650000000000002,Cash
S0002122,2025-02-11,P0008,C00276,SUP005,5,127.25,53.45,Digital Wallet
S0002123,2025-02-11,P0005,C00353,SUP004,3,37.56,11.310000000000002,Digital Wallet
S0002124,2025-02-11,P0015,C00148,SUP005,2,59.38,23.740000000000002,Card
S0002125,2025-02-11,P0010,C00007,SUP004,2,33.38,7.300000000000004,Cash
S0002126,2025-02-11,P0012,C00164,SUP008,1,17.67,5.790000000000001,Digital Wallet
S0002127,2025-02-11,P0012,C00390,SUP008,3,53.01,17.369999999999997,Card
S0002128,2025-02-11,P0009,C00341,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0002129,2025-02-11,P0021,C00115,SUP008,3,10.5,2.3100000000000005,Digital Wallet
S0002130,2025-02-11,P0024,C00164,SUP001,1,16.73,4.1,Cash
S0002131,2025-02-11,P0016,C00350,SUP006,2,53.9,23.18,Digital Wallet
S0002132,2025-02-11,P0030,C00169,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0002133,2025-02-11,P0027,C00212,SUP005,1,24.24,8.899999999999999,Cash
S0002134,2025-02-11,P0021,C00183,SUP008,2,7.0,1.54,Digital Wallet
S0002135,2025-02-11,P0034,C00215,SUP005,1,13.32,5.42,Digital Wallet
S0002136,2025-02-11,P0022,C00343,SUP003,3,66.36,22.83,Cash
S0002137,2025-02-11,P0022,C00203,SUP003,1,22.12,7.610000000000001,Cash
S0002138,2025-02-11,P0034,C00455,SUP005,1,13.32,5.42,Digital Wallet
S0002139,2025-02-12,P0031,C00362,SUP008,2,56.24,26.42,Digital Wallet
S0002140,2025-02-12,P0004,C00091,SUP001,2,36.46,15.2,Digital Wallet
S0002141,2025-02-12,P0034,C00386,SUP005,1,13.32,5.42,Digital Wallet
S0002142,2025-02-12,P0015,C00080,SUP005,3,89.07,35.60999999999999,Card
S0002143,2025-02-12,P0013,C00080,SUP004,1,21.26,8.8,Digital Wallet
S0002144,2025-02-12,P0024,C00401,SUP001,5,83.65,20.5,Cash
S0002145,2025-02-12,P0015,C00328,SUP005,1,29.69,11.870000000000001,Cash
S0002146,2025-02-12,P0013,C00210,SUP004,3,63.78,26.4,Cash
S0002147,2025-02-12,P0032,C00031,SUP003,5,114.55,53.15,Cash
S0002148,2025-02-12,P0030,C00334,SUP004,5,19.75,8.9,Digital Wallet
S0002149,2025-02-12,P0035,C00282,SUP008,1,4.51,1.2799999999999998,Digital Wallet
S0002150,2025-02-12,P0036,C00146,SUP004,1,13.91,2.8200000000000003,Card
S0002151,2025-02-12,P0028,C00433,SUP006,1,22.42,8.410000000000002,Digital Wallet
S0002152,2025-02-12,P0029,C00347,SUP006,4,49.8,12.159999999999997,Cash
S0002153,2025-02-12,P0019,C00014,SUP005,4,24.64,10.440000000000001,Digital Wallet
S0002154,2025-02-12,P0016,C00164,SUP006,2,53.9,23.18,Card
S0002155,2025-02-12,P0003,C00330,SUP007,5,11.35,2.6999999999999993,Digital Wallet
S0002156,2025-02-12,P0032,C00034,SUP003,2,45.82,21.26,Digital Wallet
S0002157,2025-02-12,P0009,C00097,SUP007,1,3.63,1.1099999999999999,Cash
S0002158,2025-02-12,P0005,C00473,SUP004,2,25.04,7.539999999999999,Card
S0002159,2025-02-12,P0015,C00014,SUP005,2,59.38,23.740000000000002,Digital Wallet
S0002160,2025-02-12,P0018,C00403,SUP008,4,57.92,26.520000000000003,Digital Wallet
S0002161,2025-02-12,P0037,C00239,SUP002,1,29.68,13.27,Card
S0002162,2025-02-12,P0002,C00139,SUP002,1,23.0,10.43,Digital Wallet
S0002163,2025-02-12,P0007,C00270,SUP002,2,22.48,7.32,Card
S0002164,2025-02-12,P0017,C00389,SUP006,4,41.08,9.319999999999997,Card
S0002165,2025-02-12,P0002,C00265,SUP002,3,69.0,31.29,Cash
S0002166,2025-02-12,P0032,C00159,SUP003,2,45.82,21.26,Digital Wallet
S0002167,2025-02-12,P0033,C00267,SUP007,2,64.52,29.72,Card
S0002168,2025-02-12,P0001,C00274,SUP002,1,2.31,0.69,Card
S0002169,2025-02-12,P0022,C00446,SUP003,1,22.12,7.610000000000001,Card
S0002170,2025-02-12,P0037,C00012,SUP002,1,29.68,13.27,Cash
S0002171,2025-02-12,P0026,C00364,SUP005,3,91.77,39.17999999999999,Digital Wallet
S0002172,2025-02-12,P0006,C00306,SUP007,1,9.35,2.4299999999999997,Cash
S0002173,2025-02-12,P0011,C00392,SUP002,1,28.23,12.66,Cash
S0002174,2025-02-12,P0011,C00276,SUP002,4,112.92,50.64,Card
S0002175,2025-02-12,P0033,C00440,SUP007,2,64.52,29.72,Card
S0002176,2025-02-12,P0020,C00120,SUP007,4,98.32,33.19999999999999,Card
S0002177,2025-02-12,P0026,C00163,SUP005,2,61.18,26.119999999999997,Card
S0002178,2025-02-12,P0035,C00079,SUP008,3,13.53,3.84,Cash
S0002179,2025-02-12,P0011,C00442,SUP002,4,112.92,50.64,Card
S0002180,2025-02-12,P0031,C00125,SUP008,2,56.24,26.42,Digital Wallet
S0002181,2025-02-12,P0019,C00264,SUP005,4,24.64,10.440000000000001,Cash
S0002182,2025-02-12,P0001,C00294,SUP002,1,2.31,0.69,Card
S0002183,2025-02-12,P0030,C00196,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0002184,2025-02-12,P0017,C00003,SUP006,1,10.27,2.329999999999999,Card
S0002185,2025-02-12,P0010,C00385,SUP004,1,16.69,3.650000000000002,Digital Wallet
S0002186,2025-02-12,P0006,C00247,SUP007,2,18.7,4.859999999999999,Card
S0002187,2025-02-12,P0006,C00315,SUP007,5,46.75,12.149999999999999,Card
S0002188,2025-02-12,P0013,C00269,SUP004,4,85.04,35.2,Cash
S0002189,2025-02-12,P0010,C00047,SUP004,1,16.69,3.650000000000002,Card
S0002190,2025-02-12,P0031,C00452,SUP008,1,28.12,13.21,Digital Wallet
S0002191,2025-02-12,P0013,C00401,SUP004,1,21.26,8.8,Digital Wallet
S0002192,2025-02-12,P0012,C00045,SUP008,5,88.35,28.94999999999999,Cash
S0002193,2025-02-12,P0003,C00307,SUP007,1,2.27,0.54,Card
S0002194,2025-02-12,P0034,C00024,SUP005,3,39.96,16.259999999999998,Cash
S0002195,2025-02-12,P0030,C00312,SUP004,1,3.95,1.7800000000000002,Card
S0002196,2025-02-12,P0010,C00126,SUP004,2,33.38,7.300000000000004,Cash
S0002197,2025-02-12,P0033,C00471,SUP007,3,96.78,44.580000000000005,Card
S0002198,2025-02-12,P0030,C00365,SUP004,1,3.95,1.7800000000000002,Card
S0002199,2025-02-12,P0011,C00222,SUP002,5,141.15,63.30000000000001,Cash
